,Length,Height,Whole weight,Age,Sex_F,Sex_I,Sex_M
247,0.6,0.29154759474226505,0.1975,10.5,0,1,0
248,0.552268050859363,0.27386127875258304,0.156,8.5,0,1,0
249,0.5873670062235365,0.33166247903553997,0.2135,8.5,0,1,0
250,0.5744562646538028,0.324037034920393,0.1715,8.5,0,1,0
251,0.7681145747868608,0.4242640687119285,1.1235,14.5,0,0,1
252,0.7713624310270756,0.39370039370059057,1.0605,13.5,1,0,0
253,0.758287544405155,0.4301162633521313,1.094,16.5,1,0,0
254,0.7745966692414834,0.406201920231798,1.2415,16.5,0,0,1
255,0.7483314773547883,0.4183300132670378,1.011,16.5,0,0,1
256,0.7483314773547883,0.4301162633521313,1.07,20.5,0,0,1
257,0.73824115301167,0.4,0.8975,11.5,0,0,1
258,0.7968688725254613,0.41231056256176607,1.415,16.5,1,0,0
259,0.7681145747868608,0.4,1.1015,14.5,1,0,0
260,0.7348469228349535,0.39370039370059057,0.928,12.5,1,0,0
261,0.7549834435270749,0.3535533905932738,0.865,13.5,1,0,0
262,0.7280109889280518,0.406201920231798,0.8945,12.5,0,0,1
263,0.4949747468305833,0.2449489742783178,0.095,5.5,0,1,0
264,0.5196152422706632,0.282842712474619,0.1205,7.5,0,0,1
265,0.6782329983125268,0.36055512754639896,0.639,12.5,1,0,0
266,0.7211102550927979,0.3872983346207417,0.895,15.5,0,0,1
267,0.5916079783099616,0.33166247903553997,0.2925,9.5,0,0,1
268,0.6855654600401044,0.3872983346207417,0.6355,10.5,0,0,1
269,0.6708203932499369,0.3535533905932738,0.4995,14.5,1,0,0
270,0.8,0.4636809247747852,1.779,23.5,1,0,0
271,0.7681145747868608,0.4472135954999579,1.187,17.5,0,0,1
272,0.7874007874011811,0.4527692569068708,1.219,15.5,0,0,1
273,0.7937253933193772,0.4743416490252569,1.525,16.5,0,0,1
274,0.7937253933193772,0.39370039370059057,1.259,14.5,0,0,1
275,0.8093207028119322,0.4636809247747852,1.844,23.5,0,0,1
276,0.812403840463596,0.4301162633521313,1.3485,13.5,1,0,0
277,0.7810249675906654,0.4898979485566356,1.642,19.5,0,0,1
278,0.7968688725254613,0.4527692569068708,1.484,21.5,0,0,1
279,0.7176350047203662,0.3674234614174767,0.712,12.5,1,0,0
280,0.7314369419163897,0.4301162633521313,0.8415,16.5,1,0,0
281,0.6,0.324037034920393,0.2415,8.5,0,1,0
282,0.6745368781616021,0.34641016151377546,0.4495,10.5,1,0,0
283,0.6964194138592059,0.37416573867739417,0.6295,15.5,0,0,1
284,0.7176350047203662,0.4183300132670378,0.9565,15.5,0,0,1
285,0.7314369419163897,0.41231056256176607,0.879,11.5,1,0,0
286,0.7280109889280518,0.39370039370059057,0.699,11.5,0,0,1
287,0.7035623639735145,0.39370039370059057,0.6445,18.5,1,0,0
288,0.6633249580710799,0.3535533905932738,0.4775,10.5,0,0,1
289,0.7314369419163897,0.4,0.8105,11.5,1,0,0
290,0.7348469228349535,0.4242640687119285,0.996,18.5,0,0,1
291,0.7516648189186453,0.458257569495584,1.2765,13.5,1,0,0
292,0.7810249675906654,0.406201920231798,1.116,16.5,0,0,1
293,0.7516648189186453,0.4183300132670378,1.013,20.5,1,0,0
294,0.7745966692414834,0.44158804331639234,1.0575,27.5,0,0,1
295,0.5431390245600107,0.29154759474226505,0.128,7.5,0,1,0
296,0.5244044240850758,0.27386127875258304,0.1105,7.5,0,1,0
297,0.5291502622129182,0.29154759474226505,0.1065,5.5,0,1,0
298,0.7,0.37416573867739417,0.549,12.5,0,0,1
299,0.6082762530298219,0.324037034920393,0.234,10.5,0,0,1
300,0.6363961030678927,0.3082207001484488,0.3485,10.5,1,0,0
301,0.7348469228349535,0.4183300132670378,0.892,14.5,1,0,0
302,0.6082762530298219,0.31622776601683794,0.252,9.5,0,0,1
303,0.6,0.31622776601683794,0.217,7.5,0,0,1
304,0.6855654600401044,0.36055512754639896,0.472,11.5,1,0,0
305,0.4472135954999579,0.2449489742783178,0.037,5.5,0,1,0
306,0.406201920231798,0.17320508075688773,0.0215,4.5,0,1,0
307,0.8031189202104505,0.4898979485566356,1.5415,14.5,0,0,1
308,0.7416198487095663,0.3535533905932738,0.7605,15.5,0,0,1
309,0.7549834435270749,0.3807886552931954,0.9055,11.5,0,0,1
310,0.7937253933193772,0.43588989435406733,1.2435,22.5,1,0,0
311,0.7483314773547883,0.37416573867739417,0.971,15.5,0,0,1
312,0.7713624310270756,0.44158804331639234,1.3305,20.5,0,0,1
313,0.7874007874011811,0.4472135954999579,1.2255,24.5,1,0,0
314,0.7937253933193772,0.4183300132670378,1.3,24.5,0,0,1
315,0.6708203932499369,0.33166247903553997,0.4585,9.5,0,1,0
316,0.7968688725254613,0.43588989435406733,1.242,15.5,1,0,0
317,0.6708203932499369,0.31622776601683794,0.3675,11.5,0,0,1
318,0.7615773105863908,0.39370039370059057,0.8365,19.5,1,0,0
319,0.5744562646538028,0.3082207001484488,0.172,7.5,0,1,0
320,0.51478150704935,0.2449489742783178,0.0965,6.5,0,1,0
321,0.43588989435406733,0.2,0.038,5.5,0,1,0
322,0.6204836822995429,0.31622776601683794,0.2845,12.5,0,0,1
323,0.51478150704935,0.2645751311064591,0.1055,6.5,0,1,0
324,0.5787918451395113,0.324037034920393,0.222,8.5,0,0,1
325,0.5958187643906492,0.3,0.251,8.5,0,1,0
326,0.565685424949238,0.31622776601683794,0.1755,8.5,0,1,0
327,0.714142842854285,0.36055512754639896,0.6435,13.5,0,0,1
328,0.6,0.324037034920393,0.241,9.5,0,0,1
329,0.6,0.3,0.2255,9.5,0,1,0
330,0.7071067811865476,0.39370039370059057,0.5955,13.5,0,0,1
331,0.6324555320336759,0.34641016151377546,0.3185,9.5,1,0,0
332,0.5477225575051661,0.282842712474619,0.121,6.5,0,1,0
333,0.4847679857416329,0.2,0.0705,6.5,0,1,0
334,0.8602325267042626,0.44158804331639234,1.974,17.5,1,0,0
335,0.7874007874011811,0.43588989435406733,1.3415,12.5,0,0,1
336,0.7745966692414834,0.43588989435406733,1.0875,15.5,0,0,1
337,0.7681145747868608,0.4301162633521313,1.283,17.5,0,0,1
338,0.7874007874011811,0.4301162633521313,1.325,14.5,0,0,1
339,0.7516648189186453,0.44158804331639234,1.0035,16.5,1,0,0
340,0.758287544405155,0.3807886552931954,1.165,15.5,0,0,1
341,0.7874007874011811,0.4527692569068708,1.3475,15.5,1,0,0
342,0.7874007874011811,0.4301162633521313,1.274,13.5,0,0,1
343,0.7106335201775947,0.4242640687119285,0.568,13.5,1,0,0
344,0.6782329983125268,0.39370039370059057,0.746,9.5,1,0,0
345,0.7,0.37416573867739417,0.707,14.5,0,0,1
346,0.724568837309472,0.4,0.756,10.5,1,0,0
347,0.5830951894845301,0.282842712474619,0.2,7.5,0,1,0
348,0.6123724356957945,0.3391164991562634,0.2715,9.5,0,1,0
349,0.7810249675906654,0.3872983346207417,1.2,15.5,0,0,1
350,0.7810249675906654,0.4301162633521313,1.153,9.5,1,0,0
351,0.7648529270389177,0.41231056256176607,0.8685,23.5,1,0,0
352,0.7549834435270749,0.37416573867739417,0.9535,13.5,0,0,1
353,0.7615773105863908,0.41231056256176607,0.93,10.5,0,0,1
354,0.7968688725254613,0.41231056256176607,1.275,17.5,0,0,1
355,0.8366600265340756,0.4527692569068708,2.13,21.5,0,0,1
356,0.8215838362577492,0.4301162633521313,1.587,14.5,0,0,1
357,0.8031189202104505,0.43588989435406733,1.8085,19.5,1,0,0
358,0.8631338250816034,0.4636809247747852,2.499,18.5,0,0,1
359,0.8276472678623424,0.4242640687119285,1.768,17.5,1,0,0
360,0.7778174593052023,0.4242640687119285,1.227,19.5,0,0,1
361,0.7681145747868608,0.3872983346207417,0.997,13.5,1,0,0
362,0.806225774829855,0.4183300132670378,1.4225,21.5,1,0,0
363,0.7745966692414834,0.3872983346207417,1.029,17.5,1,0,0
364,0.7874007874011811,0.4183300132670378,1.186,13.5,1,0,0
365,0.7937253933193772,0.4,1.016,20.5,0,0,1
366,0.7615773105863908,0.3807886552931954,0.887,12.5,0,0,1
367,0.7615773105863908,0.34641016151377546,1.0735,11.5,1,0,0
368,0.7937253933193772,0.4242640687119285,1.13,13.5,0,0,1
369,0.8306623862918074,0.4636809247747852,1.719,18.5,1,0,0
370,0.806225774829855,0.406201920231798,1.566,17.5,1,0,0
371,0.812403840463596,0.44158804331639234,1.7605,17.5,1,0,0
372,0.8246211251235321,0.4472135954999579,1.787,20.5,1,0,0
373,0.8366600265340756,0.41231056256176607,1.31,15.5,1,0,0
374,0.8276472678623424,0.3872983346207417,1.343,14.5,0,0,1
375,0.8215838362577492,0.44158804331639234,1.7345,21.5,1,0,0
376,0.7937253933193772,0.43588989435406733,1.1775,12.5,0,0,1
377,0.7648529270389177,0.4,1.077,11.5,1,0,0
378,0.7516648189186453,0.4183300132670378,0.995,16.5,0,0,1
379,0.7810249675906654,0.4301162633521313,1.1085,13.5,1,0,0
380,0.7778174593052023,0.4242640687119285,1.1405,16.5,0,0,1
381,0.7314369419163897,0.3807886552931954,0.791,11.5,0,0,1
382,0.6964194138592059,0.3674234614174767,0.663,11.5,0,0,1
383,0.6855654600401044,0.34641016151377546,0.5565,13.5,0,0,1
384,0.73824115301167,0.3674234614174767,0.8445,11.5,0,0,1
385,0.6745368781616021,0.324037034920393,0.4925,10.5,1,0,0
386,0.7348469228349535,0.39370039370059057,0.7385,13.5,0,0,1
387,0.6782329983125268,0.3674234614174767,0.482,11.5,0,0,1
388,0.7,0.3535533905932738,0.609,15.5,0,0,1
389,0.6819090848492928,0.34641016151377546,0.471,10.5,0,1,0
390,0.6442049363362563,0.31622776601683794,0.3215,11.5,0,1,0
391,0.689202437604511,0.3535533905932738,0.593,11.5,0,0,1
392,0.6855654600401044,0.3535533905932738,0.5615,11.5,1,0,0
393,0.6041522986797286,0.3082207001484488,0.25,10.5,0,1,0
394,0.5873670062235365,0.3082207001484488,0.1995,7.5,0,1,0
395,0.6244997998398398,0.31622776601683794,0.302,12.5,0,1,0
396,0.7071067811865476,0.37416573867739417,0.7155,11.5,1,0,0
397,0.6855654600401044,0.3807886552931954,0.5865,9.5,0,0,1
398,0.7314369419163897,0.3872983346207417,0.6765,13.5,0,0,1
399,0.7648529270389177,0.3872983346207417,0.987,12.5,0,0,1
400,0.6964194138592059,0.34641016151377546,0.5885,10.5,1,0,0
401,0.7176350047203662,0.3674234614174767,0.7225,10.5,0,0,1
402,0.6595452979136459,0.33166247903553997,0.4335,8.5,1,0,0
403,0.7176350047203662,0.37416573867739417,0.6935,11.5,1,0,0
404,0.6633249580710799,0.34641016151377546,0.365,8.5,0,1,0
405,0.724568837309472,0.3872983346207417,0.8425,13.5,1,0,0
406,0.6708203932499369,0.3391164991562634,0.479,9.5,0,0,1
407,0.7681145747868608,0.34641016151377546,0.911,17.5,0,0,1
408,0.744983221287567,0.3807886552931954,0.915,12.5,0,0,1
409,0.7549834435270749,0.3082207001484488,0.827,9.5,0,0,1
410,0.7681145747868608,0.406201920231798,1.1045,16.5,0,0,1
411,0.7648529270389177,0.34641016151377546,0.945,15.5,0,0,1
412,0.7615773105863908,0.34641016151377546,0.9935,12.5,1,0,0
413,0.73824115301167,0.34641016151377546,0.8565,13.5,0,0,1
414,0.7778174593052023,0.41231056256176607,1.2385,15.5,1,0,0
